SrcIP,SrcPort,DstIP,DstPort,Proto,FlowDuration,FlowPktsPerSec,FlowBytesPerSec,FlowIATMean,PktLenMean,Label
192.168.50.6,54826,74.208.236.171,80,6,3.250000,17.750000,23.750000,1.500000,6.031250,1
192.168.50.6,54908,74.208.236.171,80,6,22.000006,0.999994,6.999994,18.000916,5.421875,1
192.168.50.8,64535,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.359375,1
172.217.10.228,443,192.168.50.6,54918,6,26.000002,255.000000,2.999998,21.000051,7.461426,1
192.168.50.8,60023,4.2.2.4,53,17,7.000000,14.000000,21.000000,5.312500,6.375000,1
192.168.50.6,61205,4.2.2.4,53,17,3.500000,17.500000,24.500000,2.000000,6.312500,1
172.16.0.5,56993,192.168.50.4,52094,6,16.000229,5.999771,11.999771,14.009033,5.875000,1
52.85.89.250,443,192.168.50.6,54879,6,26.000000,0.000002,2.000000,29.000000,8.471558,1
192.168.50.4,38306,54.187.144.104,443,6,25.000006,256.000000,4.999994,19.000013,7.152344,1
54.243.214.170,443,192.168.50.6,54865,6,26.000002,0.999999,4.999998,28.000000,9.142014,1
192.168.50.6,55278,8.8.8.8,53,17,5.125000,15.875000,22.875000,3.500000,6.156250,1
192.168.50.8,59595,74.208.236.171,80,6,23.000021,1.999978,7.999978,18.000641,5.855469,1
192.168.50.6,54914,172.217.10.226,443,6,26.000004,1.999997,1.999998,18.000313,7.847321,1
192.168.50.6,62297,4.2.2.4,53,17,3.625000,17.375000,23.375000,2.000000,6.046875,1
192.168.50.6,54805,172.217.9.238,80,6,15.001251,6.998749,12.998749,12.001221,5.875000,1
192.168.50.6,54814,74.208.236.171,80,6,19.000231,5.999769,10.999769,14.014954,6.804688,1
192.168.50.6,54866,72.167.239.239,80,6,16.001678,7.998322,14.998322,11.015625,6.802734,1
192.168.50.8,64612,4.2.2.4,53,17,3.000000,18.000000,25.000000,1.000000,6.140625,1
172.16.0.5,51314,192.168.50.4,52849,6,16.000092,5.999908,11.999908,14.008972,5.875000,1
192.168.50.8,59599,172.217.9.226,443,6,27.000002,255.000000,3.999999,30.000000,6.591797,1
192.168.50.6,54822,72.21.91.29,80,6,27.000002,255.000000,1.999998,30.000000,6.504883,1
172.217.9.226,443,192.168.50.8,59599,6,27.000002,255.000000,3.999998,28.000000,7.573975,1
192.168.50.6,54917,172.217.10.67,443,6,26.000002,255.000000,3.999998,21.000118,6.506836,1
192.168.50.6,55971,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.250000,1
192.168.50.6,50362,4.2.2.4,53,17,3.375000,17.625000,24.625000,1.500000,6.390625,1
192.168.50.8,51666,4.2.2.4,53,17,4.750000,16.250000,23.250000,3.125000,6.390625,1
192.168.50.8,59617,192.168.10.50,21,6,23.000021,255.999985,5.999979,19.000296,5.515625,1
172.217.9.226,443,192.168.50.6,54859,6,17.001732,6.998268,11.998268,12.060059,8.021484,1
192.168.50.6,49363,4.2.2.4,53,17,4.500000,16.500000,23.500000,3.000000,6.328125,1
172.217.10.67,443,192.168.50.6,54917,6,26.000002,255.000000,2.999998,21.000099,8.504883,1
192.168.50.6,52858,4.2.2.4,53,17,5.625000,15.375000,22.375000,4.062500,6.250000,1
192.168.50.8,55186,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.140625,1
192.168.50.6,63336,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.140625,1
74.208.236.171,80,192.168.50.6,54888,6,19.000475,5.999525,11.999525,14.009460,9.380493,1
192.168.50.6,63128,4.2.2.4,53,17,3.125000,17.875000,24.875000,1.500000,6.390625,1
192.168.50.8,59200,4.2.2.4,53,17,3.125000,17.875000,24.875000,1.500000,6.328125,1
192.168.50.6,54896,74.208.236.171,80,6,3.250000,17.750000,23.750000,1.500000,6.031250,1
192.168.50.8,59608,172.217.9.226,443,6,27.000002,256.000000,3.999999,29.000000,7.490540,1
172.217.12.206,80,192.168.50.6,54851,6,26.000000,256.000000,5.000000,29.000000,6.896484,1
192.168.50.6,54916,172.217.9.234,443,6,26.000002,255.000000,4.999999,21.000065,6.377930,1
192.168.50.6,60513,4.2.2.4,53,17,5.187500,15.812500,22.812500,3.500000,6.250000,1
192.168.50.8,59634,172.217.6.225,443,6,18.000534,6.999466,11.999466,12.041504,7.267578,1
192.168.50.8,55777,4.2.2.4,53,17,3.750000,17.250000,24.250000,2.000000,6.328125,1
192.168.50.8,64358,4.2.2.4,53,17,4.687500,16.312500,23.312500,3.125000,6.375000,1
192.168.50.8,59629,172.217.10.226,80,6,18.000397,5.999603,12.999603,14.013489,6.769531,1
172.217.11.6,443,192.168.50.6,54919,6,26.000000,255.000000,5.000000,21.000050,8.505127,1
192.168.50.6,49363,8.8.8.8,53,17,4.687500,16.312500,23.312500,3.125000,6.328125,1
192.168.50.6,50197,4.2.2.4,53,17,4.562500,16.437500,23.437500,3.000000,6.140625,1
192.168.50.8,50816,4.2.2.4,53,17,5.593750,15.406250,22.406250,4.062500,6.156250,1
192.168.50.6,55012,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.140625,1
192.168.50.6,53313,4.2.2.4,53,17,4.187500,16.812500,23.812500,2.500000,6.187500,1
192.168.50.8,52621,4.2.2.4,53,17,3.500000,17.500000,24.500000,2.000000,6.312500,1
192.168.50.8,61172,4.2.2.4,53,17,3.125000,17.875000,24.875000,1.500000,6.156250,1
173.194.208.109,465,192.168.50.8,59594,6,20.000042,5.999959,7.999958,14.000305,7.537720,1
172.217.9.234,443,192.168.50.6,54916,6,26.000004,255.000000,3.999996,21.000103,7.653809,1
192.168.50.8,59630,74.208.236.171,80,6,15.007355,6.992645,12.992645,12.043945,5.968750,1
172.16.0.5,30500,192.168.50.4,22,6,23.000008,2.999993,6.999993,17.000824,6.890137,1
172.16.0.5,59576,192.168.50.4,22,6,20.000175,3.999825,9.999825,15.001923,5.660156,1
192.168.50.6,54901,74.208.236.171,80,6,3.250000,17.750000,23.750000,1.500000,6.031250,1
192.168.50.8,50310,4.2.2.4,53,17,7.265625,13.734375,20.734375,5.687500,6.156250,1
192.168.50.8,64820,4.2.2.4,53,17,3.625000,17.375000,24.375000,2.000000,6.140625,1
172.217.12.193,443,192.168.50.6,54858,6,27.000000,254.000000,4.000000,29.000000,7.517578,1
172.16.0.5,41077,192.168.50.4,8930,6,17.000679,4.999321,10.999321,14.009705,5.875000,1
192.168.50.8,52983,4.2.2.4,53,17,28.000000,250.000000,0.999999,30.000000,6.351562,1
192.168.50.8,59596,74.208.236.171,80,6,22.000034,0.999966,6.999966,18.000557,5.421875,1
192.168.50.8,58076,4.2.2.4,53,17,5.781250,15.218750,22.218750,4.187500,6.312500,1
192.168.50.6,63203,8.8.8.8,53,17,3.500000,17.500000,24.500000,2.000000,6.859375,1
172.217.12.206,80,192.168.50.6,54862,6,26.000004,255.000000,3.999997,29.000000,7.030273,1
192.168.50.6,54855,172.217.9.226,443,6,17.001495,7.998505,12.998505,12.044434,6.758789,1
192.168.50.8,57360,4.2.2.4,53,17,5.187500,15.812500,22.812500,3.500000,6.359375,1
192.168.50.6,54902,74.208.236.171,80,6,3.250000,17.750000,23.750000,1.500000,6.031250,1
172.217.10.226,80,192.168.50.6,54910,6,22.000053,255.999954,5.999947,19.000198,5.968750,1
192.168.50.6,53406,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.328125,1
192.168.50.6,62858,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.140625,1
172.16.0.5,41860,192.168.50.4,55489,6,16.002243,5.997757,11.997757,13.029297,5.875000,1
192.168.50.6,54840,74.208.236.171,80,6,4.375000,16.625000,22.625000,2.750000,6.031250,1
192.168.50.8,55876,4.2.2.4,53,17,4.500000,16.500000,23.500000,3.000000,6.390625,1
192.168.50.6,63981,4.2.2.4,53,17,5.156250,15.843750,22.843750,3.500000,6.296875,1
192.168.50.6,64399,4.2.2.4,53,17,4.625000,16.375000,23.375000,3.000000,6.109375,1
192.168.50.6,54799,172.217.10.98,443,6,25.000006,254.000000,3.999995,21.000118,5.718750,1
192.168.50.8,56051,4.2.2.4,53,17,3.500000,17.500000,24.500000,2.000000,6.296875,1
172.217.3.106,443,192.168.50.8,59601,6,27.000002,255.000000,3.999999,28.000000,7.500488,1
192.168.50.8,59620,74.208.236.171,80,6,20.000147,3.999853,10.999853,16.000122,6.771484,1
172.217.12.164,443,192.168.50.8,59636,6,17.000473,7.999527,13.999527,11.034180,7.254395,1
172.217.9.226,443,192.168.50.8,59597,6,27.000000,255.000000,4.000000,29.000000,7.627197,1
172.217.10.226,80,192.168.50.8,59629,6,18.000381,4.999619,12.999619,14.010803,7.089844,1
192.168.50.6,55346,4.2.2.4,53,17,3.875000,17.125000,24.125000,2.250000,6.250000,1
192.168.50.8,52444,4.2.2.4,53,17,7.304688,13.695312,20.695312,5.718750,6.156250,1
192.168.50.6,61879,8.8.8.8,53,17,3.625000,17.375000,24.375000,2.000000,6.265625,1
192.168.50.6,54865,54.243.214.170,443,6,26.000002,0.999998,3.999998,29.000000,7.724854,1
192.168.50.6,52966,8.8.8.8,53,17,7.234375,13.765625,20.765625,5.625000,6.312500,1
172.16.0.5,41077,192.168.50.4,5982,6,16.001495,5.998505,11.998505,13.006104,5.875000,1
192.168.50.8,64177,4.2.2.4,53,17,6.546875,14.453125,21.453125,5.031250,6.265625,1
172.217.197.154,443,192.168.50.9,60096,6,6.203125,16.796875,22.796875,2.750000,5.546875,1
192.168.50.6,61879,4.2.2.4,53,17,4.375000,17.625000,24.625000,1.500000,6.265625,1
172.16.0.5,45814,192.168.50.4,34534,6,16.001175,5.998825,11.998825,14.002869,5.875000,1
192.168.50.8,58889,4.2.2.4,53,17,3.375000,17.625000,24.625000,1.500000,6.078125,1
192.168.50.8,64554,4.2.2.4,53,17,7.000000,14.000000,21.000000,5.312500,6.312500,1
192.168.50.8,138,192.168.50.255,138,17,7.796875,16.203125,23.203125,2.750000,7.023438,1
192.168.50.6,54656,4.2.2.4,53,17,3.375000,17.625000,24.625000,1.500000,6.296875,1
192.168.50.6,49944,4.2.2.4,53,17,3.375000,17.625000,24.625000,1.500000,6.343750,1
192.168.50.6,54830,74.208.236.171,80,6,3.375000,17.625000,23.625000,1.500000,6.031250,1
192.168.50.8,61859,4.2.2.4,53,17,5.312500,15.687500,22.687500,3.750000,6.312500,1
192.168.50.8,62298,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.156250,1
192.168.50.6,54911,172.217.10.226,443,6,26.000002,255.000000,4.999997,20.000031,7.012695,1
172.16.0.5,40861,192.168.50.4,4808,6,17.000938,4.999062,10.999062,14.001038,5.875000,1
192.168.50.6,63821,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.109375,1
192.168.50.6,61122,4.2.2.4,53,17,3.125000,17.875000,24.875000,1.500000,6.265625,1
172.16.0.5,41860,192.168.50.4,9889,6,16.003647,5.996353,11.996353,13.030884,5.875000,1
172.16.0.5,517,192.168.50.4,5431,6,4.625000,16.375000,22.375000,3.000000,5.875000,1
172.217.3.100,443,192.168.50.6,54864,6,27.000002,256.000000,3.999999,28.000000,6.792725,1
192.168.50.6,63064,8.8.8.8,53,17,5.531250,15.468750,22.468750,4.000000,6.328125,1
172.217.3.106,443,192.168.50.6,54884,6,27.000000,255.000000,4.000000,30.000000,7.906616,1
192.168.50.6,51518,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.312500,1
192.168.50.6,54895,74.208.236.171,80,6,5.218750,15.781250,21.781250,3.625000,6.031250,1
192.168.50.8,65283,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.250000,1
172.16.0.5,44193,192.168.50.4,32186,6,17.000664,4.999336,10.999336,14.009644,5.875000,1
192.168.50.6,58119,4.2.2.4,53,17,5.500000,15.500000,22.500000,4.000000,6.343750,1
172.217.9.226,80,192.168.50.6,54848,6,22.000008,256.000000,5.999992,19.000008,5.968750,1
74.208.236.171,80,192.168.50.8,59630,6,7.187500,13.812500,19.812500,5.562500,6.031250,1
192.168.50.6,54808,192.168.10.50,21,6,23.000011,255.999985,5.999989,19.000193,5.515625,1
192.168.50.4,22,172.16.0.5,51703,6,21.000082,3.999918,5.999918,16.001694,7.136230,1
192.168.50.6,60695,4.2.2.4,53,17,3.750000,17.250000,23.250000,2.000000,6.046875,1
74.208.236.171,80,192.168.50.6,54905,6,15.005676,7.994324,13.994324,12.020996,5.953125,1
172.16.0.5,17369,192.168.50.4,22,6,23.000027,2.999974,6.999974,17.000763,6.890137,1
192.168.50.6,58484,4.2.2.4,53,17,5.468750,15.531250,22.531250,3.875000,6.390625,1
192.168.50.6,54869,172.217.9.230,443,6,27.000002,256.000000,2.999999,29.000000,6.755859,1
192.168.50.6,54804,172.217.12.206,443,6,25.000002,254.000000,3.999999,21.000034,5.718750,1
192.168.50.6,50937,4.2.2.4,53,17,3.500000,17.500000,24.500000,2.000000,6.437500,1
192.168.50.6,57622,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.281250,1
192.168.50.6,58407,4.2.2.4,53,17,3.625000,17.375000,24.375000,2.000000,6.328125,1
192.168.50.6,50158,4.2.2.4,53,17,3.125000,17.875000,24.875000,1.500000,6.328125,1
192.168.50.9,42207,4.2.2.4,53,17,8.261719,16.738281,22.738281,3.000000,5.820312,1
192.168.50.6,59889,4.2.2.4,53,17,3.625000,17.375000,24.375000,2.000000,6.171875,1
72.21.91.29,80,192.168.50.6,54822,6,27.000000,255.000000,4.000000,30.000000,6.645508,1
192.168.50.4,22,172.16.0.5,31151,6,23.000000,3.000000,6.000000,17.000076,6.819824,1
192.168.50.6,56701,4.2.2.4,53,17,5.281250,15.718750,21.718750,3.625000,6.031250,1
192.168.50.8,60944,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.359375,1
192.168.50.8,59597,172.217.9.226,443,6,27.000000,255.000000,2.999999,30.000000,6.631836,1
192.168.50.6,62301,4.2.2.4,53,17,5.125000,15.875000,22.875000,3.500000,6.312500,1
192.168.50.8,59601,172.217.3.106,443,6,27.000000,255.000000,2.000000,30.000000,6.386230,1
192.168.50.6,59349,4.2.2.4,53,17,3.625000,17.375000,24.375000,2.000000,6.437500,1
172.217.12.206,80,192.168.50.6,54863,6,22.000015,255.999985,5.999984,19.000017,5.968750,1
172.217.9.226,443,192.168.50.8,59608,6,27.000002,256.000000,2.999999,27.000000,8.976883,1
172.217.9.238,80,192.168.50.6,54805,6,3.500000,17.500000,23.500000,2.000000,5.875000,1
172.16.0.5,51292,192.168.50.4,22,6,23.000006,1.999994,5.999994,17.000496,7.135254,1
192.168.50.8,49687,4.2.2.4,53,17,3.000000,18.000000,25.000000,1.000000,6.312500,1
192.168.50.8,52232,4.2.2.4,53,17,7.281250,13.718750,20.718750,5.687500,6.156250,1
192.168.50.6,52725,8.8.8.8,53,17,5.187500,15.812500,22.812500,3.500000,6.312500,1
192.168.50.8,50301,4.2.2.4,53,17,4.625000,17.375000,24.375000,1.500000,6.437500,1
192.168.50.9,60096,172.217.197.154,443,6,15.004211,7.995789,14.995789,11.004395,6.082031,1
192.168.50.6,50051,4.2.2.4,53,17,4.000000,17.000000,24.000000,2.250000,6.140625,1
192.168.50.6,53344,8.8.8.8,53,17,5.218750,15.781250,22.781250,3.625000,6.453125,1
192.168.50.6,51528,8.8.8.8,53,17,6.750000,14.250000,21.250000,5.156250,6.328125,1
192.168.50.6,58690,4.2.2.4,53,17,4.062500,16.937500,23.937500,2.250000,6.187500,1
192.168.50.6,51724,4.2.2.4,53,17,3.875000,17.125000,24.125000,2.250000,6.312500,1
192.168.50.8,60931,239.255.255.250,1900,17,22.000046,3.999953,6.999953,15.004944,7.312988,1
192.168.50.6,51314,4.2.2.4,53,17,3.500000,17.500000,24.500000,2.000000,6.187500,1
192.168.50.6,55466,4.2.2.4,53,17,5.687500,15.312500,22.312500,4.125000,6.328125,1
192.168.50.6,54907,74.208.236.171,80,6,22.000010,0.999990,6.999990,18.000854,5.421875,1
172.16.0.5,51703,192.168.50.4,22,6,22.000027,2.999974,6.999974,16.001282,7.139160,1
192.168.50.6,52725,4.2.2.4,53,17,3.500000,17.500000,24.500000,2.000000,6.312500,1
172.16.0.5,41077,192.168.50.4,9740,6,16.002029,5.997971,11.997971,13.024536,5.875000,1
192.168.50.6,58704,4.2.2.4,53,17,6.156250,15.843750,22.843750,3.250000,6.125000,1
192.168.50.6,58222,4.2.2.4,53,17,3.500000,17.500000,24.500000,2.000000,6.375000,1
192.168.50.8,59633,172.217.10.226,443,6,19.000071,6.999929,11.999929,13.014404,7.630859,1
192.168.50.8,58926,4.2.2.4,53,17,6.781250,14.218750,21.218750,5.187500,6.281250,1
192.168.50.6,52929,4.2.2.4,53,17,3.625000,17.375000,24.375000,2.000000,6.359375,1
172.16.0.5,11041,192.168.50.4,1433,6,4.187500,16.812500,22.812500,2.500000,5.875000,1
192.168.50.8,54112,4.2.2.4,53,17,3.875000,17.125000,24.125000,2.250000,6.328125,1
52.85.89.250,443,192.168.50.6,54878,6,26.000000,256.000000,3.999999,29.000000,8.568970,1
74.208.236.171,80,192.168.50.6,54838,6,17.000534,6.999474,10.999466,13.026489,8.392334,1
52.85.90.206,443,192.168.50.8,59604,6,16.001404,7.998596,13.998596,11.005859,8.266113,1
192.168.50.6,57985,8.8.8.8,53,17,3.875000,17.125000,24.125000,2.250000,6.359375,1
192.168.50.8,59145,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.187500,1
192.168.50.8,64766,4.2.2.4,53,17,3.875000,17.125000,24.125000,2.250000,6.328125,1
54.187.144.104,443,192.168.50.4,38306,6,25.000000,256.000000,5.999999,20.000151,8.262939,1
35.158.163.158,443,192.168.50.9,57658,6,5.531250,16.468750,22.468750,2.750000,6.031250,1
192.168.50.8,61667,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.265625,1
192.168.50.6,54803,172.217.7.2,443,6,25.000006,254.000000,3.999995,21.000074,5.718750,1
192.168.50.6,51765,8.8.8.8,53,17,6.734375,14.265625,21.265625,5.156250,6.187500,1
192.168.50.6,64624,8.8.8.8,53,17,3.250000,17.750000,24.750000,1.500000,6.265625,1
192.168.50.8,53267,4.2.2.4,53,17,5.062500,15.937500,22.937500,3.375000,6.453125,1
192.168.50.8,56121,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.281250,1
192.168.50.6,62285,4.2.2.4,53,17,3.125000,17.875000,24.875000,1.500000,6.218750,1
192.168.50.8,59625,74.208.236.171,80,6,15.001617,6.998383,12.998383,12.001709,5.968750,1
192.168.50.6,63782,4.2.2.4,53,17,5.531250,15.468750,21.468750,4.000000,6.031250,1
52.85.89.250,443,192.168.50.6,54881,6,26.000004,256.000000,4.999997,29.000000,8.567871,1
192.168.50.6,54857,172.217.12.193,443,6,18.000164,6.999836,11.999836,12.040283,6.758789,1
192.168.50.8,59606,54.192.53.175,443,6,26.000002,256.000000,2.999999,29.000000,6.718262,1
192.168.50.6,56815,4.2.2.4,53,17,3.875000,17.125000,24.125000,2.250000,6.171875,1
192.168.50.8,55292,4.2.2.4,53,17,4.812500,16.187500,23.187500,3.125000,6.312500,1
172.16.0.5,41077,192.168.50.4,1903,6,16.001266,5.998734,11.998734,13.028198,5.875000,1
172.16.0.5,42392,192.168.50.4,22972,6,17.000656,4.999344,10.999344,14.002930,5.875000,1
172.16.0.5,44432,192.168.50.4,46290,6,16.003723,5.996277,11.996277,13.013184,5.875000,1
192.168.50.6,59208,4.2.2.4,53,17,3.625000,17.375000,24.375000,2.000000,6.343750,1
192.168.50.6,53852,4.2.2.4,53,17,4.000000,17.000000,24.000000,2.250000,6.171875,1
192.168.50.6,53708,4.2.2.4,53,17,4.250000,16.750000,23.750000,2.500000,6.390625,1
192.168.50.6,51348,4.2.2.4,53,17,3.625000,17.375000,24.375000,2.000000,6.203125,1
192.168.50.4,37024,8.8.8.8,53,17,4.875000,18.125000,24.125000,1.000000,6.519531,1
192.168.50.6,60510,4.2.2.4,53,17,4.750000,16.250000,23.250000,3.125000,6.203125,1
192.168.50.8,64360,4.2.2.4,53,17,5.125000,15.875000,22.875000,3.500000,6.140625,1
192.168.50.8,53684,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.156250,1
192.168.50.6,54905,74.208.236.171,80,6,16.000107,7.999893,14.999893,12.016357,6.855469,1
192.168.50.6,50512,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.296875,1
192.168.50.8,49759,4.2.2.4,53,17,6.437500,14.562500,21.562500,4.875000,6.359375,1
52.39.131.77,443,192.168.50.6,54819,6,25.000006,256.000000,5.999995,20.000095,7.276367,1
52.88.72.192,443,192.168.50.8,59615,6,25.000004,256.000000,5.999997,20.000206,7.259277,1
192.168.50.6,54899,74.208.236.171,80,6,3.250000,17.750000,23.750000,1.500000,6.031250,1
192.168.50.6,58119,8.8.8.8,53,17,5.625000,15.375000,22.375000,4.062500,6.343750,1
192.168.50.6,60512,4.2.2.4,53,17,5.812500,15.187500,22.187500,4.187500,6.187500,1
172.217.10.226,443,192.168.50.6,54915,6,17.000092,6.999916,13.999908,12.055908,8.154541,1
192.168.50.8,64555,4.2.2.4,53,17,3.125000,17.875000,24.875000,1.500000,6.359375,1
192.168.50.6,54842,172.217.12.163,443,6,3.250000,17.750000,23.750000,1.500000,6.031250,1
192.168.50.8,63848,4.2.2.4,53,17,3.125000,17.875000,24.875000,1.500000,6.296875,1
172.217.10.226,443,192.168.50.8,59632,6,17.000771,7.999229,13.999229,11.086426,8.375244,1
192.168.50.9,57658,35.158.163.158,443,6,16.000961,6.999039,13.999039,12.000977,6.082031,1
172.217.9.230,443,192.168.50.6,54868,6,27.000002,254.000000,3.999998,29.000000,8.388916,1
192.168.50.6,54886,52.34.248.21,443,6,26.000002,0.000000,3.999999,31.000000,8.408386,1
192.168.50.6,54832,74.208.236.171,80,6,3.250000,17.750000,23.750000,1.500000,6.031250,1
192.168.50.6,61790,4.2.2.4,53,17,4.000000,17.000000,23.000000,2.250000,6.046875,1
192.168.50.8,59604,52.85.90.206,443,6,16.003723,8.996277,13.996277,11.124512,6.791016,1
192.168.50.6,50197,8.8.8.8,53,17,5.593750,15.406250,22.406250,4.062500,6.140625,1
192.168.50.6,55971,8.8.8.8,53,17,4.000000,17.000000,24.000000,2.250000,6.250000,1
192.168.50.8,56531,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.250000,1
192.168.50.6,59354,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.312500,1
192.168.50.8,58785,4.2.2.4,53,17,3.250000,17.750000,24.750000,1.500000,6.250000,1
192.168.50.8,59619,74.208.236.171,80,6,20.000114,4.999887,8.999887,15.000092,6.892578,1
192.168.50.6,61210,4.2.2.4,53,17,3.375000,17.625000,24.625000,1.500000,6.140625,1
192.168.50.6,55847,4.2.2.4,53,17,28.000000,250.000000,0.999999,30.000000,6.273438,1
192.168.50.6,63742,4.2.2.4,53,17,3.625000,17.375000,24.375000,2.000000,6.328125,1
192.168.50.6,50362,8.8.8.8,53,17,5.312500,15.687500,22.687500,3.750000,6.390625,1
